Comment,Label
,neutral
,neutral
i want in love  here,negative
Adele RedHazard VS Celine Dion,neutral
Commenting here before it gets turned into a meme,neutral
,neutral
4:57,neutral
"Anyone April 6,2024",neutral
2:22,neutral
Hello how are you  team 2024❤,positive
"Both singing and talking, Adele has an amazing voice. I didn’t even know she played the drums for this song. 😁😁😁💙💙💙💙💜💜💜💜",positive
"I watched a girl on the street sing this and to me she was every bit as good as Adele. It got me thinking, this girl should be singing every day instead of grinding away at some corporation for peanuts. Anyway, great tune.",positive
4-6-2024,neutral
"Anyone else searched up ""hello"" because they were bored?",neutral
Plankton sung it better,positive
2024 ❤,positive
No words. ❤,positive
Is like woran feel,neutral
Hello from Türkiye,neutral
It's me KHURAM lost my smile,negative
Here 2025,neutral
Return to RIGHTEOUSNESS,positive
2024🇧🇷,neutral
This song touches heart and soul... Adele you're the best❤️,positive
"Another single mom, I wonder why?. Nice song.",positive
I'm here April 2024... God knows ❤️🖤,positive
"Its April 2024, let's see how many legends are listening to this incredible song
👇",positive
Who here in 2025?,neutral
"I hate you, why why 😢😢😢but why, you are the best in the world",negative
Hello to everyone whose watching this in the year 2024,neutral
Rewatching videos from the before 2020 era makes me ask myself “Where has time gone?”,neutral
Me,neutral
,neutral
Dolan my boyy,positive
Where is the translation into Arabic? Thank you. Why didn’t you do it or are you a racist?,negative
I love You🥹❤,positive
Hump,neutral
,neutral
"Im turning 40 this year, hopefully i die in my eighties, by then this Ballard would have reached 30-40 Billion views!!❤❤❤ Even more!!",positive
"April 5, 2024 🇨🇺🌹😍",positive
Arlene and Bernardus says Thank you for this MASTERPIECE ❤❤❤,positive
Send a text my love,positive
😔💔 I live by now,negative
,neutral
SO. EXCELLENT VIDEO 👑💕🙏❤️❤️❤️,positive
2024 who??,neutral
❤hello❤,positive
ultra :::,neutral
Isley brothers said it first,neutral
I love this music,positive
she is stil beautiful in these clips  now she falling victem to the trends and she lost her naturaul beauty  so sad to see het now,negative
i just realized that the love interest is michael from the wire and dixon from 90210,positive
This singer is very talented❤,positive
SO HELLO FROM THE OUTSIDE,positive
"Hello 2015, I'm still here 2024.
Amazing song❤",positive
Who’s here in 2025?,neutral
Who in 2024?,neutral
Beautiful  Brit!!!!!❤@@@@@,positive
,neutral
Truly amazing voice like no other !,positive
2024,neutral
Words are not enough............,negative
Adele you are the best hello Tashkent,positive
Omg it’s been 8 years,neutral
2011 - 2014,neutral
Anyone in 2024 watching the powerful Adele?😢,positive
Me i am here in 2024 i knew the song when i Was 3 years old or 2 years old,neutral
The Ghostface version beats this 😊,positive
Caza petru is known as the Italian flag neighborhood. There is a typo in the letters,neutral
The Italian-Asian neighborhood of coming from Tuco-Bulgaria (it was Turkish at that time,neutral
"BOX is inserted from close up, empty sandal shoe box. no. 2019",neutral
Caj the snowman,neutral
APRIL 2024 who is here ? 😀,positive
is very good ✍️🧎,positive
You are so beautiful.,positive
I never believed the words in love songs until I met you.😂,positive
2024….,neutral
Where are the Arabs and Muslims?,neutral
MIRIAM MARTIN  DVSTIN 💕😩❤️‍🩹😔😭👩‍❤️‍👨💋😍,positive
Miss my Ex❤😢😢,negative
This womans voice does something to me man.... Everytime str8 GOOSEBUMPS. Her words are soo deep and real man. Whew she gets me everytime,positive
"I'm a cage fighter that never got sponsored, lost everything, experiences that i will take to the grave. Ruined the world of the only woman that ever loved me. Destroyed my family. Tried to drown in heroin and alcohol for decades. Killed myself 3x's, and three transfusions. Baker acted and then institutionalized to a state ward, done with life. My psych therapist broke me down to the absolute core in a deep group session, with this song... And other exacting skills.
... Now that's later, anytime i think about relapse or death, this song reduces me to pain... Tears... And... memories of why I'm still alive. I'm glad to know I'm not alone.",positive
This song is really the theme song to my life 😢,positive
"Who is Adele ? Does not ring a bell !!  please fill me in , thanks",neutral
"Its my birthday today, let me see if there is any legend listening with me",positive
I'll heal you and everyone with beautiful soul songs 😢,positive
I'll compete and sing someday a good song like this ❤,positive
📞 📲    called you  wuznt in...agin...,negative
Do you speak spanish?,neutral
"April 2024, everyone???",neutral
Who is listening to this song now?,neutral
Wonderfullllllllll,positive
Hello,neutral
Love this song,positive
"I've done terrible things to my girl and want to be redeemed, already called hundreds times ( yeah i got blocked for what i did) but still want to say sorry and l am listening to this. Not until i tore someone's heart i didn't understand the lyrics and now...",negative
First,neutral
3 billion,neutral
Imma hood black dude that want a square white girl help,negative
Super Adele aviu Plunge say boy❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
Am still sad 😔 😢,negative
"Who here April 3, rd 2024",neutral
https://youtu.be/sx018hyx9bg?si=fUXKKO9ZWOk6RZes,neutral
❤❤❤ april 2024 ?,positive
I'm here because of Fearful💙💙💙,positive
M,neutral
Oooyeee,positive
@calualu #music 👀 ☮️💚,positive
Here!,neutral
YES...still enjoying Adelle,positive
tears.. matches my condition..,negative
I can't believe is the first time im watching this music video 😂,positive
"03.04.2024 3FLAMES OF LOVE for BELGIUM Yellow Tree ANGELS follow my ""ALLWAYS ON MY MIND"" in ""MY HEART"" GIV YOU MY HAND THE END ""KISSES"".",positive
looking for Indonesian comments here 2024?,neutral
Hi.,neutral
"don't manter, it clearly doesn't tear you apart anymore",positive
"My female friends of years stopped talking to me one day, friendships hurt too 💔. We are in 40s and dont know why.",negative
This song is the best🎉,positive
I’m in April 2024,neutral
Ayone April 2024,neutral
Who is listening in 2024 😊,neutral
my goat sings better,positive
So beautiful and so haunting at the same time. Her voice peirces the soul,positive
4/2/24,neutral
"I leave my comment here so that every time someone ""likes"" I get a notification and it reminds me that I have to come listen to this great song again. ..",positive
Hello its my,neutral
I loved this song 🎵,positive
OK,neutral
Me,neutral
,neutral
Hi...Its been long long time no? ❤,positive
Who all are doing a adele marathon,neutral
I am here after Mark speech,neutral
April 2024 💥💥💥💥,positive
2024 anyone,neutral
Am still listening to this sonf 2024 over and over and over again❤❤❤❤,positive
Number one adele❤❤❤,positive
Namber hwane❤❤❤,positive
"Man she can sing , I love her I think she is great. I wish I was like her. 🥰🌹",positive
Im here 2024 because am heart broken i dont now if love exists 😥😥,negative
"Its April 2024, let's see how many legends are listening to this incredible song🥺",positive
Hello everyone,neutral
"Adele, when this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕😊",positive
The song hits more on YouTube than any other platform. Who else agrees? 👇,positive
"Let's see the legends listening to this masterpiece in April 2024.
👇",positive
"I will listen to every Adele's  every day of my life.❤ every line of her song gives goosebumps.takes me to an unknown realm.and honesty, the more I listen to his songs, the more new they seem.😊",positive
•T• Mobile,neutral
"Very good service
Hello",positive
Anyone Beautiful People??  2024 😂❤,positive
Almost 9 years later and I ain’t done much healing. I haven’t been able to reach out and say I’m sorry but I hate that I ruined us and caused you hurt,negative
Who is here in 2024 Ramadan Karim Bji Kurdistan,neutral
hello,neutral
,neutral
The voice she got is very strong and beautiful😂,positive
Masterpiece😊 ❤❤,positive
I'm here in 2024 and boy does she know how to sing what a beautiful voice!!!❤❤❤❤❤❤❤,positive
,neutral
I❤ Adele 💕,positive
waw,positive
🎉waw🎉,positive
-hello-,neutral
Me,neutral
sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,neutral
"Nice. Leah, my beloved, lingers in my thoughts, her absence palpable. My love for her transcends life, enduring eternally. Greetings from the beyond, where time ebbs and tears flow. In breathless moments, I yearn for her presence. Sometimes, the government, blind to our worth, shuns us as expensive commodities. Yet, our bond defies their assessment. We are more than mere mud; we are souls intertwined. Despite societal indifference, our love remains steadfast, a testament to its enduring strength and resilience, defying all odds, thriving beyond the constraints of earthly judgment.",positive
Hello it’s me is the best song ever made 😊🎉,positive
Hello it’s me song is the best thing ever,positive
Who's here in 2024??,neutral
Celebrities get paid & put on a pedestal to push social engineering propaganda.,negative
The operation fishbowl on tiktok is better than the original!!,positive
yo,neutral
Hello,neutral
Yaassss legendary song,positive
,neutral
I’d have changed the lyric to “they say that time supposed to heal but I’m still bleeding”,negative
456 car lol lol lol 😂😂😂😂😂😂😂😂😂😂,positive
I bet she still hears me toooooooo oooooooooo oooooooooo lol,positive
Red hand😊,positive
2024,neutral
"Adele, you speak my mind, simply outstanding voice, thank you xxx",positive
