comment,cleaned_comment,sentiment,score
If there's something you need to say say it if not shut your fucking lid,there something need say say shut fucking lid,NEGATIVE,0.9980776309967041
"The lyrics include beautiful, powerful vocals that give you goosebumps every time you listen to them",lyric include beautiful powerful vocal give goosebump every time listen,POSITIVE,0.9998633861541748
Anyone 2024,anyone,POSITIVE,0.9625333547592163
Hello can you here me it's Ben here April 2024,hello ben april,POSITIVE,0.9992814660072327
She's BACK😢,shes [UNK],POSITIVE,0.5313290953636169
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508
"12:58PM MON,Apr 15 2024",pm monapr,NEGATIVE,0.9229163527488708
Satan's flute singing in the earth    ❤❤❤  be cerfull .,satan flute singing earth [UNK] cerfull,NEGATIVE,0.9551689624786377
Anyone listening in 2024?,anyone listening,POSITIVE,0.9908281564712524
Parabens❤,[UNK],NEGATIVE,0.6970567107200623
I LOVEE ADELEEEEE,lovee adeleeeee,POSITIVE,0.9874104857444763
HELLO =❤,hello [UNK],POSITIVE,0.9992341995239258
Love her! She's r a real amazing woman!,love shes r real amazing woman,POSITIVE,0.9998181462287903
"SALU2 ALEDE, I LIKE YOUR GOOD VOICE,, SALU2 FROM THE BRONX, MEXICAN TO THE 💯,, GOD bless you always....",salu alede like good voice salu bronx mexican [UNK] god bless always,POSITIVE,0.9992874264717102
This song is very cool,song cool,POSITIVE,0.9998651742935181
💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯👌👏👏👏👏👏👏 listening in 2024,[UNK] listening,POSITIVE,0.9894319772720337
Who else randomly searched up hello and got this?,else randomly searched hello got,NEGATIVE,0.8626163005828857
"I heard it when I was about 17 years old ❤. Now I'm 24, it makes me feel a lump in my throat, I love this song like a sunset",heard year old [UNK] im make feel lump throat love song like sunset,POSITIVE,0.9235376715660095
so good,good,POSITIVE,0.9998161196708679
"I didn't understand, does she lisp or not? Well, her voice sounds like it",didnt understand lisp well voice sound like,NEGATIVE,0.9947648048400879
His voice is not a sound,voice sound,POSITIVE,0.9970970153808594
its been 8 yeas now...,yea,POSITIVE,0.7720587253570557
her best song,best song,POSITIVE,0.9998354911804199
"Nekskwone s❤❤ndmskskkesk🎉🎉🎉nndjdkkdkkkdks
Mdmekme skkdkenskmekneekjjdjjeijebjdkeke njekdkkek
Mdmd..,,",nekskwone [UNK] mdmekme skkdkenskmekneekjjdjjeijebjdkeke njekdkkek mdmd,NEGATIVE,0.9847196340560913
The Memes,meme,POSITIVE,0.9986542463302612
It's a good song,good song,POSITIVE,0.9998575448989868
And a beautiful country girl to go hide on the top floor of the barn and umm 🤔😳,beautiful country girl go hide top floor barn umm [UNK],POSITIVE,0.616147518157959
That house makes me want to eat a meal like Twister 🌀 at Meg's house Giant steak 🥩 homemade mashed potatoes 🥔 chunky style with lots of gravy 🤤,house make want eat meal like twister [UNK] meg house giant steak [UNK] homemade mashed potato [UNK] chunky style lot gravy [UNK],NEGATIVE,0.5738974809646606
love,love,POSITIVE,0.9998735189437866
love,love,POSITIVE,0.9998735189437866
,,POSITIVE,0.7481208443641663
Plz stop asking who is listening this year. We never stop listening to classics,plz stop asking listening year never stop listening classic,POSITIVE,0.9841349720954895
Its me 😢,[UNK],NEGATIVE,0.6970567107200623
It's one of the best songs,one best song,POSITIVE,0.9998737573623657
"April 2024, who is visiting?? 😂😂❤",april visiting [UNK],POSITIVE,0.9885289072990417
Anyone 2024?,anyone,POSITIVE,0.9625333547592163
Masterpiece ❤💫,masterpiece [UNK],POSITIVE,0.9995166063308716
"It's 2025
Who's here?!",who,NEGATIVE,0.7149430513381958
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
My favorite singer ❤ greetings from Mexico 🇲🇽🌽🌮🎉🎉🎉,favorite singer [UNK] greeting mexico [UNK],POSITIVE,0.9904001355171204
Why Adele crossed the road ❤️,adele crossed road [UNK],POSITIVE,0.9497618079185486
Checking in another med procedure (self help) 😢,checking another med procedure self help [UNK],NEGATIVE,0.9891366958618164
,,POSITIVE,0.7481208443641663
the best,best,POSITIVE,0.9997941851615906
I thought I was just on Google saying hello,thought google saying hello,POSITIVE,0.9946618676185608
This song pierces the heart ❤️ 🎉🎉🎉,song pierce heart [UNK] [UNK],POSITIVE,0.9987108707427979
Who's here in 2025?,who,NEGATIVE,0.7149430513381958
https://www.youtube.com/channel/UCXV5-3bVjIDy0cdRk6GI4BA,,POSITIVE,0.7481208443641663
There is so much I’ve learned about in this world and it’s so hard and so sad! But I’m not going anywhere without a good reason to be happy with it all and I’m just so thankful to you all for your support for this whole process of healing me to know that I am in my life and I was blessed and born in the United States of America!!!,much ’ learned world ’ hard sad ’ going anywhere without good reason happy ’ thankful support whole process healing know life blessed born united state america,POSITIVE,0.9976760745048523
I believe in Freedom of speech and the Constitution of America as well! Civil rights are a fundamental right of freedom and liberty for everyone!,believe freedom speech constitution america well civil right fundamental right freedom liberty everyone,POSITIVE,0.9727382659912109
But come on with it I’m not hiding anymore!,come ’ hiding anymore,NEGATIVE,0.992039680480957
I didn’t know this! I’ve been hidden away for years now! Death threats,’ know ’ hidden away year death threat,NEGATIVE,0.965617299079895
Of course Eve Sheppeard has been the most successful woman in history for her own right to vote for a president since the beginning,course eve sheppeard successful woman history right vote president since beginning,POSITIVE,0.9866065979003906
A masterpiece,masterpiece,POSITIVE,0.9998020529747009
Hello it me 🫣😦,hello [UNK],POSITIVE,0.9992341995239258
"i know this is isnt the one but cmon its adeles top song so ima need u ppl to show some love. cause
Your right Mahito, im you.",know isnt one cmon adeles top song ima need u ppl show love cause right mahito im,POSITIVE,0.7339246869087219
Hello,hello,POSITIVE,0.9995185136795044
This song is the besssssssst,song besssssssst,NEGATIVE,0.9722726345062256
"Who is from Surabaya, Indonesia.",surabaya indonesia,POSITIVE,0.9945895671844482
Fastest billion views in the world😮,fastest billion view [UNK],POSITIVE,0.9973036050796509
,,POSITIVE,0.7481208443641663
"Lovely song still in 2024 
Thanks #Elliott_Lockwood
Whenever anyone likes this comment i will remember this Masterpiece and the suggestion of my friend. 🥰",lovely song still thanks elliottlockwood whenever anyone like comment remember masterpiece suggestion friend [UNK],POSITIVE,0.9997633099555969
That woman is a song bird frl,woman song bird frl,POSITIVE,0.5649961233139038
Hello It's me,hello,POSITIVE,0.9995185136795044
I came here to subscribe,came subscribe,POSITIVE,0.6988257765769958
True,true,POSITIVE,0.9998648166656494
"You are so loved mom
I miss you dad",loved mom miss dad,POSITIVE,0.9985260367393494
2024❤,[UNK],NEGATIVE,0.6970567107200623
I can listen to this sound so many times it's beautiful,listen sound many time beautiful,POSITIVE,0.9996449947357178
HI ADELE I LOVE SING,hi adele love sing,POSITIVE,0.9992771744728088
never forget when Adele quietly dropped this song after 3 years of silence and won the hearts of millions again.,never forget adele quietly dropped song year silence heart million,POSITIVE,0.989607036113739
What a beautiful woman,beautiful woman,POSITIVE,0.9998648166656494
"This song and video truly go hand and hand. its one of those rare moments in music, where the video and song mesh so well you get hit hard and you have to take a moment and catch your breath. its very powerful stuff. Much like when Johnny Cash did ""Hurt"" no one ever thought that would work covering a Nine inch Nails let alone be it a country version and that video with that song was very powerful similar vibes. https://youtu.be/8AHCfZTRGiI?si=rRRSiApoo47C85-x",song video truly go hand hand one rare moment music video song mesh well get hit hard take moment catch breath powerful stuff much like johnny cash hurt one ever thought would work covering nine inch nail let alone country version video song powerful similar vibe,POSITIVE,0.9985760450363159
,,POSITIVE,0.7481208443641663
Let it go!❤ let's go!,let [UNK] let go,NEGATIVE,0.9949277639389038
Let it go!❤ let's go!,let [UNK] let go,NEGATIVE,0.9949277639389038
fuel me,fuel,POSITIVE,0.9987117052078247
