Comment #,Comment
477,Rewatching videos from the before 2020 era makes me ask myself “Where has time gone?”
478,Me
479,
480,Dolan my boyy
481,Where is the translation into Arabic? Thank you. Why didn’t you do it or are you a racist?
482,I love You🥹❤
483,Hump
484,
485,"Im turning 40 this year, hopefully i die in my eighties, by then this Ballard would have reached 30-40 Billion views!!❤❤❤ Even more!!"
486,"April 5, 2024 🇨🇺🌹😍"
487,Arlene and Bernardus says Thank you for this MASTERPIECE ❤❤❤
488,Send a text my love
489,😔💔 I live by now
490,
491,SO. EXCELLENT VIDEO 👑💕🙏❤️❤️❤️
492,2024 who??
493,❤hello❤
494,ultra :::
495,Isley brothers said it first
496,I love this music
497,she is stil beautiful in these clips  now she falling victem to the trends and she lost her naturaul beauty  so sad to see het now
498,i just realized that the love interest is michael from the wire and dixon from 90210
499,This singer is very talented❤
500,SO HELLO FROM THE OUTSIDE
501,"Hello 2015, I'm still here 2024.
Amazing song❤"
502,Who’s here in 2025?
503,Who in 2024?
504,Beautiful  Brit!!!!!❤@@@@@
505,
506,Truly amazing voice like no other !
507,2024
508,Words are not enough............
509,Adele you are the best hello Tashkent
510,Omg it’s been 8 years
511,2011 - 2014
512,Anyone in 2024 watching the powerful Adele?😢
513,Me i am here in 2024 i knew the song when i Was 3 years old or 2 years old
514,The Ghostface version beats this 😊
515,Caza petru is known as the Italian flag neighborhood. There is a typo in the letters
516,The Italian-Asian neighborhood of coming from Tuco-Bulgaria (it was Turkish at that time
517,"BOX is inserted from close up, empty sandal shoe box. no. 2019"
518,Caj the snowman
519,APRIL 2024 who is here ? 😀
520,is very good ✍️🧎
521,You are so beautiful.
522,I never believed the words in love songs until I met you.😂
523,2024….
524,Where are the Arabs and Muslims?
525,MIRIAM MARTIN  DVSTIN 💕😩❤️‍🩹😔😭👩‍❤️‍👨💋😍
526,Miss my Ex❤😢😢
527,This womans voice does something to me man.... Everytime str8 GOOSEBUMPS. Her words are soo deep and real man. Whew she gets me everytime
528,"I'm a cage fighter that never got sponsored, lost everything, experiences that i will take to the grave. Ruined the world of the only woman that ever loved me. Destroyed my family. Tried to drown in heroin and alcohol for decades. Killed myself 3x's, and three transfusions. Baker acted and then institutionalized to a state ward, done with life. My psych therapist broke me down to the absolute core in a deep group session, with this song... And other exacting skills.
... Now that's later, anytime i think about relapse or death, this song reduces me to pain... Tears... And... memories of why I'm still alive. I'm glad to know I'm not alone."
529,This song is really the theme song to my life 😢
530,"Who is Adele ? Does not ring a bell !!  please fill me in , thanks"
531,"Its my birthday today, let me see if there is any legend listening with me"
532,I'll heal you and everyone with beautiful soul songs 😢
533,I'll compete and sing someday a good song like this ❤
534,📞 📲    called you  wuznt in...agin...
535,Do you speak spanish?
536,"April 2024, everyone???"
537,Who is listening to this song now?
538,Wonderfullllllllll
539,Hello
540,Love this song
541,"I've done terrible things to my girl and want to be redeemed, already called hundreds times ( yeah i got blocked for what i did) but still want to say sorry and l am listening to this. Not until i tore someone's heart i didn't understand the lyrics and now..."
542,First
543,3 billion
544,Imma hood black dude that want a square white girl help
545,Super Adele aviu Plunge say boy❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
546,Am still sad 😔 😢
547,"Who here April 3, rd 2024"
548,https://youtu.be/sx018hyx9bg?si=fUXKKO9ZWOk6RZes
549,❤❤❤ april 2024 ?
550,I'm here because of Fearful💙💙💙
551,M
552,Oooyeee
553,@calualu #music 👀 ☮️💚
554,Here!
555,YES...still enjoying Adelle
556,tears.. matches my condition..
557,I can't believe is the first time im watching this music video 😂
558,"03.04.2024 3FLAMES OF LOVE for BELGIUM Yellow Tree ANGELS follow my ""ALLWAYS ON MY MIND"" in ""MY HEART"" GIV YOU MY HAND THE END ""KISSES""."
559,looking for Indonesian comments here 2024?
560,Hi.
561,"don't manter, it clearly doesn't tear you apart anymore"
562,"My female friends of years stopped talking to me one day, friendships hurt too 💔. We are in 40s and dont know why."
563,This song is the best🎉
564,I’m in April 2024
565,Ayone April 2024
566,Who is listening in 2024 😊
567,my goat sings better
568,So beautiful and so haunting at the same time. Her voice peirces the soul
569,4/2/24
570,"I leave my comment here so that every time someone ""likes"" I get a notification and it reminds me that I have to come listen to this great song again. .."
571,Hello its my
572,I loved this song 🎵
573,OK
574,Me
575,
576,Hi...Its been long long time no? ❤
577,Who all are doing a adele marathon
578,I am here after Mark speech
579,April 2024 💥💥💥💥
580,2024 anyone
581,Am still listening to this sonf 2024 over and over and over again❤❤❤❤
582,Number one adele❤❤❤
583,Namber hwane❤❤❤
584,"Man she can sing , I love her I think she is great. I wish I was like her. 🥰🌹"
585,Im here 2024 because am heart broken i dont now if love exists 😥😥
586,"Its April 2024, let's see how many legends are listening to this incredible song🥺"
587,Hello everyone
588,"Adele, when this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕😊"
589,The song hits more on YouTube than any other platform. Who else agrees? 👇
590,"Let's see the legends listening to this masterpiece in April 2024.
👇"
591,"I will listen to every Adele's  every day of my life.❤ every line of her song gives goosebumps.takes me to an unknown realm.and honesty, the more I listen to his songs, the more new they seem.😊"
592,•T• Mobile
593,"Very good service
Hello"
594,Anyone Beautiful People??  2024 😂❤
595,Almost 9 years later and I ain’t done much healing. I haven’t been able to reach out and say I’m sorry but I hate that I ruined us and caused you hurt
596,Who is here in 2024 Ramadan Karim Bji Kurdistan
597,hello
598,
599,The voice she got is very strong and beautiful😂
600,Masterpiece😊 ❤❤
601,I'm here in 2024 and boy does she know how to sing what a beautiful voice!!!❤❤❤❤❤❤❤
602,
603,I❤ Adele 💕
604,waw
605,🎉waw🎉
606,-hello-
607,Me
608,sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
609,"Nice. Leah, my beloved, lingers in my thoughts, her absence palpable. My love for her transcends life, enduring eternally. Greetings from the beyond, where time ebbs and tears flow. In breathless moments, I yearn for her presence. Sometimes, the government, blind to our worth, shuns us as expensive commodities. Yet, our bond defies their assessment. We are more than mere mud; we are souls intertwined. Despite societal indifference, our love remains steadfast, a testament to its enduring strength and resilience, defying all odds, thriving beyond the constraints of earthly judgment."
610,Hello it’s me is the best song ever made 😊🎉
611,Hello it’s me song is the best thing ever
612,Who's here in 2024??
613,Celebrities get paid & put on a pedestal to push social engineering propaganda.
614,The operation fishbowl on tiktok is better than the original!!
615,yo
616,Hello
617,Yaassss legendary song
618,
619,I’d have changed the lyric to “they say that time supposed to heal but I’m still bleeding”
620,456 car lol lol lol 😂😂😂😂😂😂😂😂😂😂
621,I bet she still hears me toooooooo oooooooooo oooooooooo lol
622,Red hand😊
623,2024
624,"Adele, you speak my mind, simply outstanding voice, thank you xxx"
625,"Love
😊"
626,hello
627,Beautiful Russian gas burns
628,Who's  her in April 2024 ? 🎉🎉❤
629,"Hello, it's me"
630,I lv ths song
631,hi
632,This young lady is the Best Songstress  currently.  Period.
633,Hello
634,This video was miscast.  The idea of Tristan Wilds being with Adele and getting his heart broken is preposterous.  He was way too youthful looking.
635,Concert in Sur America?? NEVER
636,Classic
637,"Sunday 01.45 happy easter with tears and love for those who have left us , , , never forgotten always loved 😥🥰❤❤"
638,Hello we are in 2024 😢
639,Hello 😊
640,Yes I am here and listening in 2024
641,Cassadine's first choice
642,"Imam Saddam bin Al-Hussein, peace be upon him"
643,This is a true vibe right hereee❤❤
644,Ksjocskneogm me Rettal❤❤
645,"Adele! How can you have such a magnificent voice, with such a gorgeous appearance, and these eyes are a work of art of Nature itself!!!!!"
646,8y ago is kinda crazy.. my moms fav song🥶
647,
648,used to always here this song in the bus in minnesota when I was younger
649,She is a very beautiful and your music is gread
650,Who's here in 2024??
651,Who is from March 2024?
652,After 8 years this song still touch my soul
653,"We don’t search old songs.
We search old memories 😊"
654,"I’m here in 2024.. I miss my baby so bad it literally hurts and my body is shutting down soon, I don’t think I can live without him he was so good to me. I love and miss you baby."
655,"Hello, can you hear me?"
656,Love the 2024 in
657,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart

But it don't matter, it clearly doesn't tear you apart anymore

Source: Musixmatch"
